country,iso3,source_age_group,target_age_group,contacts_per_day,source,source_type
Australia,AUS,adolescent_10_17y,child_1_4y,0.220839,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,adolescent_10_17y,child_5_9y,0.982982,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,adolescent_10_17y,adolescent_10_17y,8.5449,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,adolescent_10_17y,young_adult_18_39y,5.053252,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,adolescent_10_17y,middle_adult_40_64y,3.620647,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,adolescent_10_17y,elderly_65plus,0.702094,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,infant_0_2m,0.031703,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,infant_3_11m,0.095109,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,child_1_4y,0.508101,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,child_5_9y,0.586145,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,adolescent_10_17y,1.668339,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,young_adult_18_39y,8.402069,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,middle_adult_40_64y,4.447228,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,young_adult_18_39y,elderly_65plus,0.544597,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,infant_0_2m,0.017839,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,infant_3_11m,0.053518,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,child_1_4y,0.285911,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,child_5_9y,0.501655,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,adolescent_10_17y,1.158901,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,young_adult_18_39y,4.31158,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,middle_adult_40_64y,5.175985,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,middle_adult_40_64y,elderly_65plus,0.766588,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,infant_0_2m,0.008595,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,infant_3_11m,0.025785,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,child_1_4y,0.13775,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,child_5_9y,0.244625,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,adolescent_10_17y,0.390799,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,young_adult_18_39y,0.918165,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,middle_adult_40_64y,1.333092,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Australia,AUS,elderly_65plus,elderly_65plus,1.258211,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,infant_0_2m,0.107956,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,infant_3_11m,0.323868,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,child_1_4y,2.115276,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,child_5_9y,1.634714,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,adolescent_10_17y,0.997278,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,young_adult_18_39y,4.799023,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,middle_adult_40_64y,3.803777,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_0_2m,elderly_65plus,0.986363,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,infant_0_2m,0.107956,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,infant_3_11m,0.323868,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,child_1_4y,2.115276,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,child_5_9y,1.634714,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,adolescent_10_17y,0.997278,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,young_adult_18_39y,4.799023,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,middle_adult_40_64y,3.803777,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,infant_3_11m,elderly_65plus,0.986363,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,infant_0_2m,0.107956,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,infant_3_11m,0.323868,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,child_1_4y,2.115276,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,child_5_9y,1.634714,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,adolescent_10_17y,0.997278,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,young_adult_18_39y,4.799023,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,middle_adult_40_64y,3.803777,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_1_4y,elderly_65plus,0.986363,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,infant_0_2m,0.042275,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,infant_3_11m,0.126824,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,child_1_4y,0.828326,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,child_5_9y,5.91323,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,adolescent_10_17y,2.09972,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,young_adult_18_39y,3.746377,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,middle_adult_40_64y,3.217899,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,child_5_9y,elderly_65plus,0.865324,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,infant_0_2m,0.015565,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,infant_3_11m,0.046696,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,child_1_4y,0.304986,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,child_5_9y,1.267258,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,adolescent_10_17y,9.230602,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,young_adult_18_39y,4.942788,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,middle_adult_40_64y,3.708986,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,adolescent_10_17y,elderly_65plus,0.815115,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,infant_0_2m,0.025184,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,infant_3_11m,0.075552,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,child_1_4y,0.49345,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,child_5_9y,0.760225,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,adolescent_10_17y,1.661878,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,young_adult_18_39y,7.048326,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,middle_adult_40_64y,5.223763,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,young_adult_18_39y,elderly_65plus,0.987196,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,infant_0_2m,0.016318,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,infant_3_11m,0.048955,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,child_1_4y,0.319736,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,child_5_9y,0.533814,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,adolescent_10_17y,1.019457,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,young_adult_18_39y,4.270417,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,middle_adult_40_64y,5.737736,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,middle_adult_40_64y,elderly_65plus,1.217058,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,infant_0_2m,0.010436,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,infant_3_11m,0.031307,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,child_1_4y,0.204473,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,child_5_9y,0.354012,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,adolescent_10_17y,0.552529,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,young_adult_18_39y,1.990271,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,middle_adult_40_64y,3.001464,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
China,CHN,elderly_65plus,elderly_65plus,1.524518,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,infant_0_2m,0.144183,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,infant_3_11m,0.43255,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,child_1_4y,2.383117,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,child_5_9y,1.062149,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,adolescent_10_17y,0.880449,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,young_adult_18_39y,4.084869,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,middle_adult_40_64y,1.923539,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_0_2m,elderly_65plus,0.623056,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,infant_0_2m,0.144183,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,infant_3_11m,0.43255,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,child_1_4y,2.383117,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,child_5_9y,1.062149,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,adolescent_10_17y,0.880449,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,young_adult_18_39y,4.084869,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,middle_adult_40_64y,1.923539,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,infant_3_11m,elderly_65plus,0.623056,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,infant_0_2m,0.144183,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,infant_3_11m,0.43255,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,child_1_4y,2.383117,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,child_5_9y,1.062149,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,adolescent_10_17y,0.880449,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,young_adult_18_39y,4.084869,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,middle_adult_40_64y,1.923539,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_1_4y,elderly_65plus,0.623056,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,infant_0_2m,0.045448,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,infant_3_11m,0.136345,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,child_1_4y,0.751185,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,child_5_9y,6.77964,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,adolescent_10_17y,1.895192,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,young_adult_18_39y,4.165599,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,middle_adult_40_64y,2.597564,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,child_5_9y,elderly_65plus,0.597441,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,infant_0_2m,0.022366,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,infant_3_11m,0.067099,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,child_1_4y,0.36968,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,child_5_9y,1.125157,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,adolescent_10_17y,8.240049,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,young_adult_18_39y,4.914061,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,middle_adult_40_64y,3.304091,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,adolescent_10_17y,elderly_65plus,0.791357,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,infant_0_2m,0.03659,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,infant_3_11m,0.10977,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,child_1_4y,0.604773,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,child_5_9y,0.872027,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,adolescent_10_17y,1.73274,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,young_adult_18_39y,5.760285,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,middle_adult_40_64y,3.89919,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,young_adult_18_39y,elderly_65plus,0.946365,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,infant_0_2m,0.015134,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,infant_3_11m,0.045403,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,child_1_4y,0.250145,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,child_5_9y,0.477634,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,adolescent_10_17y,1.023343,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,young_adult_18_39y,3.424922,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,middle_adult_40_64y,4.458916,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,middle_adult_40_64y,elderly_65plus,1.352872,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,infant_0_2m,0.007988,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,infant_3_11m,0.023964,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,child_1_4y,0.132028,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,child_5_9y,0.179009,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,adolescent_10_17y,0.399385,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,young_adult_18_39y,1.35452,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,middle_adult_40_64y,2.204483,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
United_Kingdom,GBR,elderly_65plus,elderly_65plus,1.498914,Prem/contactdata 2020 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,infant_0_2m,0.119155,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,infant_3_11m,0.357464,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,child_1_4y,2.065525,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,child_5_9y,0.809059,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,adolescent_10_17y,0.371528,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,young_adult_18_39y,2.719115,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
Japan,JPN,infant_0_2m,middle_adult_40_64y,2.325157,Prem/contactdata 2017 matrix aggregated with WPP age weights and reciprocity balanced,derived
